id,location,location_area,seller_type,type,partitioning,comfort,price,rooms_count,useful_surface,built_surface,construction_year,real_estate_type,height_regime,level,max_level,kitchens_count,bathrooms_count,garages_count,parking_lots_count,balconies_count
10622,"Bucuresti, Sector 6, zona Lujerului",Lujerului,agency,apartament,decomandat,1,550,2,56,62,2018,bloc de apartamente,P+11E,7,11,1,1,,1,1
10623,"Bucuresti, zona Pantelimon",Pantelimon,prepay,apartament,decomandat,1,380,2,48,,2020,bloc de apartamente,P+11E,4,11,,,,,
10624,"Bucuresti, zona Grozavesti",Grozavesti,prepay,apartament,decomandat,1,400,2,40,,2013,bloc de apartamente,P+4E,4,4,,,,1,
10625,"Bucuresti, zona Kiseleff",Kiseleff,agency,apartament,decomandat,lux,2200,4,170,193,2012,bloc de apartamente,P+5E,Parter,5,1,3,1,2,
10626,"Bucuresti, Sector 4, zona Militari",Militari,agency,apartament,semidecomandat,1,350,2,50,52,1984,bloc de apartamente,P+10E,5,10,1,1,,,1
10627,"Bucuresti, zona Cantemir",Cantemir,agency,apartament,semidecomandat,1,450,3,60,63,1970,bloc de apartamente,P+10E,9,10,1,1,,,1
10628,"Bucuresti, Sector 2, zona Calea Calarasilor",Calea Calarasilor,agency,apartament,semidecomandat,1,450,2,47,70,2011,bloc de apartamente,S+P+9E,2,9,1,1,,,1
10629,"Bucuresti, zona Plevnei",Plevnei,agency,apartament,decomandat,lux,500,2,78,80,2003,bloc de apartamente,P+7E,5,7,1,1,,,1
10630,"Bucuresti, Sector 3, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,1,300,1,42,52,1986,bloc de apartamente,P+10E,3,10,1,1,,,
10701,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,1,450,2,57,63,2019,bloc de apartamente,P+5E,5,5,1,1,,,1
10702,"Bucuresti, zona Universitate",Universitate,agency,apartament,decomandat,1,600,3,100,110,1929,bloc de apartamente,P+7E,1,7,1,2,,,2
10703,"Bucuresti, Sector 1, zona Aviatiei",Aviatiei,agency,apartament,decomandat,lux,1000,3,90,100,2018,bloc de apartamente,P+11E,6,11,1,2,,1,1
10704,"Bucuresti, zona Aparatorii Patriei",Aparatorii Patriei,agency,apartament,decomandat,1,450,3,80,83,2015,bloc de apartamente,P+5E,3,5,1,1,,1,1
10705,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,decomandat,1,700,3,74,96,2000,bloc de apartamente,S+P+7E,4,7,1,2,,,2
10706,"Bucuresti, zona Tineretului",Tineretului,agency,apartament,semidecomandat,1,355,2,55,60,1978,bloc de apartamente,P+8E,8,8,1,1,,,1
10707,"Bucuresti, zona P-ta Alba Iulia",P-ta Alba Iulia,agency,apartament,decomandat,1,650,3,90,90,1990,bloc de apartamente,P+8E,4,8,1,2,,,
10708,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,920,2,70,80,,bloc de apartamente,P+14E,9,14,,1,,,
10709,"Bucuresti, Sector 1, zona Gara de Nord",Gara de Nord,agency,apartament,semidecomandat,1,375,2,54,56,1967,bloc de apartamente,P+7E,6,7,1,1,,,1
10710,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,600,3,97,115,1936,bloc de apartamente,P+7E,1,7,1,1,,,
10711,"Bucuresti, zona Unirii",Unirii,agency,apartament,semidecomandat,lux,750,3,80,95,,bloc de apartamente,P+4E,1,4,1,1,,,2
10712,"Bucuresti, zona P-ta Muncii",P-ta Muncii,agency,apartament,decomandat,1,270,1,36,40,1980,bloc de apartamente,P+8E,3,8,1,1,,,1
10713,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,1,2500,4,174,220,2016,bloc de apartamente,P+13E,1,13,1,3,,2,2
10714,"Bucuresti, zona Domenii",Domenii,prepay,apartament,decomandat,lux,460,2,49,,1984,bloc de apartamente,P+5E,2,5,,,,,
10715,"Bucuresti, Sector 1, zona Nordului",Nordului,agency,apartament,decomandat,lux,11000,6,411,488,1984,bloc de apartamente,S+P+5E,5,5,1,4,1,1,1
10716,"Bucuresti, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,lux,750,4,110,,,bloc de apartamente,P+8E,5,8,,2,,,
10717,"Bucuresti, zona Nerva Traian",Nerva Traian,agency,apartament,decomandat,1,330,1,40,42,1996,bloc de apartamente,P+9E,6,9,1,1,,1,1
10718,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,650,3,68,73,1990,bloc de apartamente,P+4E,2,4,1,1,,,1
10719,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,1,1100,3,97,114,2009,bloc de apartamente,P+15E,14,15,1,2,,2,2
10720,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,lux,500,2,54,70,2017,bloc de apartamente,P+11E,7,11,1,1,,1,1
10721,"Bucuresti, zona Soseaua Nordului",Soseaua Nordului,agency,apartament,semidecomandat,lux,1990,4,132,159,2017,bloc de apartamente,P+11E,4,11,1,2,,,1
10722,"Bucuresti, zona Timpuri Noi",Timpuri Noi,agency,apartament,decomandat,lux,550,2,63,71,2018,bloc de apartamente,,2,,,1,,,
10723,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,1,380,2,60,62,,bloc de apartamente,P+11E,1,11,,1,,,
10724,"Bucuresti, Sector 2, zona Tei",Tei,agency,apartament,decomandat,1,380,2,51,55,1984,bloc de apartamente,P+10E,4,10,1,1,,1,1
10725,"Bucuresti, zona Nordului",Nordului,agency,apartament,decomandat,1,950,3,130,130,2007,bloc de apartamente,P+5E,3,5,1,2,,,1
10726,"Bucuresti, zona Drumul Taberei",Drumul Taberei,prepay,apartament,decomandat,lux,330,2,80,,,bloc de apartamente,P+6E,5,6,,,,,
10727,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,650,2,60,70,2015,bloc de apartamente,P+7E,6,7,1,1,1,1,1
10728,"Bucuresti, zona Unirii",Unirii,prepay,apartament,semidecomandat,lux,800,3,82,,1984,bloc de apartamente,P+8E,6,8,,2,,,
10729,"Bucuresti, zona Sebastian",Sebastian,agency,apartament,decomandat,1,450,3,70,74,,bloc de apartamente,P+8E,4,8,,2,,,
10730,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,1,1899,4,150,174,2006,bloc de apartamente,P+4E,3,4,1,2,,,1
10801,"Bucuresti, Sector 3, zona Calea Calarasilor",Calea Calarasilor,agency,apartament,decomandat,1,475,2,,65,1989,bloc de apartamente,P+9E,3,9,1,1,,,1
10802,"Bucuresti, Sector 1, zona Aviatiei",Aviatiei,agency,apartament,semidecomandat,lux,590,2,64,80,,bloc de apartamente,P+4E,4,4,1,1,,,1
10803,"Bucuresti, zona Fundeni",Fundeni,agency,apartament,semidecomandat,1,400,2,50,64,,bloc de apartamente,P+12E,7,12,,1,,,
10804,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,850,2,65,73,2019,bloc de apartamente,P+8E,4,8,1,1,1,1,1
10805,"Bucuresti, Sector 1, zona Cismigiu",Cismigiu,agency,apartament,semidecomandat,1,400,2,53,,,bloc de apartamente,P+8E,4,8,1,1,,,
10806,"Bucuresti, Sector 1, zona Cismigiu",Cismigiu,prepay,apartament,decomandat,lux,550,2,55,,1965,bloc de apartamente,P+8E,6,8,,1,,,
10807,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,420,2,55,60,2019,bloc de apartamente,P+12E,11,12,1,1,,,1
10808,"Bucuresti, Sector 1, zona Ultracentral",Ultracentral,agency,apartament,semidecomandat,lux,425,2,52,67,1980,bloc de apartamente,P+8E,6,8,1,1,,,1
10809,"Bucuresti, zona Colentina",Colentina,agency,apartament,semidecomandat,1,350,2,56,56,1980,bloc de apartamente,P+10E,2,10,1,1,,,1
10810,"Bucuresti, Sector 1, zona Victoriei",Victoriei,agency,apartament,decomandat,1,599,3,70,72,1990,bloc de apartamente,P+11E,3,11,1,1,,,
10811,"Bucuresti, Sector 2, zona Stefan cel Mare",Stefan cel Mare,prepay,apartament,semidecomandat,1,330,2,55,,,bloc de apartamente,P+8E,7,8,,1,,,
10812,"Bucuresti, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,1,299,2,52,56,1988,bloc de apartamente,P+8E,5,8,,2,,,1
10813,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,decomandat,1,850,3,80,90,2019,bloc de apartamente,P+8E,7,8,1,2,,1,1
10814,"Bucuresti, zona Titan",Titan,agency,apartament,semidecomandat,1,300,3,70,,1970,bloc de apartamente,P+4E,4,4,1,1,,,1
10815,"Bucuresti, zona Mosilor",Mosilor,prepay,apartament,semidecomandat,1,390,2,57,,1984,bloc de apartamente,P+8E,6,8,,,,,
10816,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,decomandat,1,246,1,36,,1980,bloc de apartamente,P+10E,5,10,1,1,,,
10817,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,450,2,67,72,1995,bloc de apartamente,P+9E,7,9,1,1,,,1
10818,"Bucuresti, zona Magheru",Magheru,agency,apartament,circular,1,595,3,93,100,1940,bloc de apartamente,P+8E,1,8,,2,,,
10819,"Bucuresti, zona Gorjului",Gorjului,agency,apartament,decomandat,1,422,2,57,61,,bloc de apartamente,P+8E,4,8,,1,,,
10820,"Bucuresti, zona 1 Mai",1 Mai,agency,apartament,semidecomandat,1,400,2,56,62,1976,bloc de apartamente,P+10E,6,10,1,1,,,1
10821,"Bucuresti, zona Titan",Titan,agency,apartament,semidecomandat,1,250,1,30,32,1980,bloc de apartamente,P+10E,Parter,10,1,1,,,1
10822,"Bucuresti, Sector 2, zona Universitate",Universitate,agency,apartament,semidecomandat,2,230,1,18,22,1984,bloc de apartamente,P+8E,1,8,1,1,,,
10823,"Bucuresti, Sector 2, zona Barbu Vacarescu",Barbu Vacarescu,prepay,apartament,decomandat,lux,600,2,73,54,2015,bloc de apartamente,P+6E,5,6,1,,1,1,1
10824,"Bucuresti, Sector 1, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,decomandat,1,1190,3,110,110,2010,bloc de apartamente,P+12E,4,12,1,2,1,1,2
10825,"Bucuresti, zona Soseaua Nordului",Soseaua Nordului,agency,apartament,semidecomandat,lux,1300,2,80,90,2008,bloc de apartamente,P+6E,Parter,6,1,1,,,
10826,"Bucuresti, zona Berceni",Berceni,agency,apartament,decomandat,1,300,3,65,80,,bloc de apartamente,P+4E,2,4,,1,,,
10827,"Bucuresti, Sector 2, zona Pache Protopopescu",Pache Protopopescu,agency,apartament,decomandat,lux,750,4,133,165,1994,bloc de apartamente,P+5E,Mansarda,5,1,2,,,2
10828,"Bucuresti, zona Primaverii",Primaverii,agency,apartament,decomandat,1,1300,4,145,225,1999,bloc de apartamente,P+5E,2,5,1,2,1,1,2
10829,"Bucuresti, zona Cotroceni",Cotroceni,agency,apartament,decomandat,,1300,5,150,,,bloc de apartamente,D+P+4E,3,4,1,2,,,3
10830,"Bucuresti, zona Straulesti",Straulesti,agency,apartament,semidecomandat,lux,1500,4,115,145,2015,bloc de apartamente,P+5E,4,5,1,3,,,
10901,"Bucuresti, Sector 5, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,1,225,1,40,40,1986,bloc de apartamente,P+8E,6,8,1,1,,,1
10902,"Bucuresti, zona Universitate",Universitate,prepay,apartament,decomandat,1,1300,4,134,,1984,bloc de apartamente,,1,,,2,,,
10903,"Bucuresti, Sector 2, zona Iancului",Iancului,agency,apartament,decomandat,1,300,2,56,60,1982,bloc de apartamente,P+8E,2,8,1,1,,,1
10904,"Bucuresti, zona Dorobanti",Dorobanti,agency,apartament,semidecomandat,1,385,2,60,60,1984,bloc de apartamente,P+6E,4,6,1,1,,,2
10905,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,decomandat,1,650,3,73,80,2018,bloc de apartamente,P+5E,2,5,1,2,,1,1
10906,"Bucuresti, Sector 6, zona Grozavesti",Grozavesti,agency,apartament,decomandat,lux,399,1,45,48,1984,bloc de apartamente,S+P+11E,7,11,1,1,,,1
10907,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,semidecomandat,1,550,3,95,100,1985,bloc de apartamente,P+3E,1,3,1,1,,1,1
10908,"Bucuresti, zona Herastrau",Herastrau,prepay,apartament,decomandat,lux,3990,3,230,,2009,bloc de apartamente,P+6E,2,6,,3,,,
10909,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,900,3,80,95,2011,bloc de apartamente,P+5E,3,5,1,1,,1,1
10910,"Bucuresti, Sector 2, zona Universitate",Universitate,agency,apartament,semidecomandat,1,700,4,115,,1940,bloc de apartamente,S+P+7E,3,7,1,2,,,1
10911,"Bucuresti, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,1,360,2,52,55,1977,bloc de apartamente,P+4E,1,4,1,1,,1,
10912,"Bucuresti, zona Aviatiei",Aviatiei,prepay,apartament,decomandat,lux,620,2,76,,2017,bloc de apartamente,P+8E,Parter,8,,,,,
10913,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,decomandat,1,590,3,74,97,1997,bloc de apartamente,S+P+8E,6,8,1,2,,,3
10914,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,789,3,70,80,2019,bloc de apartamente,P+6E,Parter,6,,1,,1,
10915,"Bucuresti, zona Teiul Doamnei",Teiul Doamnei,agency,apartament,decomandat,1,350,4,70,,,bloc de apartamente,P+10E,8,10,,1,,,
10916,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,499,3,80,85,,bloc de apartamente,P+8E,8,8,,2,,,
10917,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,250,1,32,32,1975,bloc de apartamente,S+P+9E,9,9,1,1,,,1
10918,"Bucuresti, zona Socului",Socului,agency,apartament,semidecomandat,1,270,1,34,44,,bloc de apartamente,P+8E,5,8,,1,,,
10919,"Bucuresti, Sector 1, zona Dorobanti",Dorobanti,agency,apartament,semidecomandat,1,500,2,55,55,2008,bloc de apartamente,P+5E,3,5,1,2,,,1
10920,"Bucuresti, zona Domenii",Domenii,agency,apartament,decomandat,1,499,2,54,59,1980,bloc de apartamente,P+7E,1,7,1,1,,,1
10921,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,semidecomandat,lux,900,3,75,87,2009,bloc de apartamente,P+9E,7,9,1,1,,2,1
10922,"Bucuresti, Sector 1, zona Universitate",Universitate,agency,apartament,semidecomandat,lux,425,2,50,50,1960,bloc de apartamente,S+P+7E,2,7,1,1,,,1
10923,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,1,1890,3,110,126,2018,bloc de apartamente,P+12E,5,12,1,2,,,
10924,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,,lux,890,2,55,,1984,bloc de apartamente,S+P+9E,6,9,1,1,1,1,1
10925,"Bucuresti, Sector 1, zona P-ta Romana",P-ta Romana,agency,apartament,decomandat,1,549,3,76,86,1965,bloc de apartamente,P+4E,2,4,,2,,,
10926,"Bucuresti, zona Gorjului",Gorjului,agency,apartament,semidecomandat,1,360,2,57,60,,bloc de apartamente,P+10E,8,10,,1,,,
10927,"Bucuresti, zona Floreasca",Floreasca,prepay,apartament,decomandat,lux,850,2,75,,1984,bloc de apartamente,P+4E,3,4,,,,,
10928,"Bucuresti, zona Soseaua Nordului",Soseaua Nordului,agency,apartament,decomandat,lux,695,2,66,95,2010,bloc de apartamente,P+5E,3,5,1,1,1,1,
10929,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,semidecomandat,1,450,2,50,65,,bloc de apartamente,P+10E,8,10,,1,,,
10930,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,semidecomandat,lux,1300,3,96,135,2020,bloc de apartamente,S+P+3E,1,3,1,2,,1,1
11001,"Bucuresti, Sector 2, zona Floreasca",Floreasca,agency,apartament,semidecomandat,1,520,2,52,60,1965,bloc de apartamente,P+3E,3,3,1,1,,,
11002,"Bucuresti, Sector 1, zona Aviatiei",Aviatiei,agency,apartament,decomandat,lux,799,3,98,107,2014,bloc de apartamente,S+P+6E,2,6,1,2,,,1
11003,"Bucuresti, zona Capitale",Capitale,agency,apartament,decomandat,lux,3500,4,180,240,2011,bloc de apartamente,P+6E,Parter,6,1,3,,2,
11004,"Bucuresti, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,1,375,2,55,,1988,bloc de apartamente,P+8E,8,8,1,1,,,1
11005,"Bucuresti, zona Crangasi",Crangasi,agency,apartament,decomandat,1,370,2,55,65,1987,bloc de apartamente,P+8E,3,8,1,1,,,1
11006,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,1,450,2,60,68,2016,bloc de apartamente,P+6E,1,6,1,1,,1,1
11007,"Bucuresti, zona Pipera",Pipera,agency,apartament,,lux,830,3,80,,,bloc de apartamente,,3,,,1,,1,
11008,"Bucuresti, zona Unirii",Unirii,agency,apartament,semidecomandat,1,500,2,65,65,2017,bloc de apartamente,P+7E,7,7,1,1,,,1
11009,"Bucuresti, zona Foisorul de Foc",Foisorul de Foc,agency,apartament,decomandat,lux,3000,5,250,300,2019,bloc de apartamente,P+5E,2,5,,5,1,,5
11010,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,1200,5,120,145,2012,bloc de apartamente,P+7E,Parter,7,1,2,,,
11011,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,semidecomandat,1,1400,6,140,168,1907,casa/vila,S+P+2E,Parter,2,2,3,,1,
11012,"Bucuresti, zona Militari",Militari,prepay,apartament,semidecomandat,2,300,2,40,,1984,bloc de apartamente,P+10E,4,10,,,,,
11013,"Bucuresti, zona Unirii",Unirii,agency,apartament,semidecomandat,1,500,2,51,51,1988,bloc de apartamente,P+9E,5,9,1,1,,,2
11014,"Bucuresti, Sector 6, zona Politehnica",Politehnica,agency,apartament,decomandat,lux,400,1,37,,2018,bloc de apartamente,S+P+11E,9,11,,1,,,
11015,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,550,3,70,,2016,bloc de apartamente,P+5E,3,5,1,2,,1,1
11016,"Bucuresti, zona Militari",Militari,prepay,apartament,decomandat,1,300,1,37,,2019,bloc de apartamente,P+10E,7,10,,,,,
11017,"Bucuresti, zona Pajura",Pajura,agency,apartament,semidecomandat,1,600,2,58,75,2007,bloc de apartamente,P+6E,4,6,1,1,1,1,
11018,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,lux,370,1,38,40,,bloc de apartamente,P+12E,11,12,1,1,,,1
11019,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,semidecomandat,1,520,2,54,60,2017,bloc de apartamente,P+8E,7,8,1,1,1,1,1
11020,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,480,2,59,65,2020,bloc de apartamente,P+6E,4,6,1,1,1,1,1
11021,"Bucuresti, Sector 1, zona Floreasca",Floreasca,agency,apartament,decomandat,1,1190,3,110,110,2010,bloc de apartamente,P+12E,4,12,1,2,1,1,2
11022,"Bucuresti, Sector 1, zona Domenii",Domenii,agency,apartament,decomandat,1,550,2,52,71,2019,bloc de apartamente,S+P+7E,2,7,1,1,,,1
11023,"Bucuresti, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,semidecomandat,1,400,2,56,65,2015,bloc de apartamente,P+5E,5,5,,1,,1,1
11024,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,250,1,30,45,2020,bloc de apartamente,P+3E,2,3,1,1,,,1
11025,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,350,2,50,50,,bloc de apartamente,P+4E,3,4,,1,,,
11026,"Bucuresti, zona Dristor",Dristor,agency,apartament,semidecomandat,lux,300,1,32,40,,bloc de apartamente,P+10E,Parter,10,,1,,,
11027,"Bucuresti, zona Politehnica",Politehnica,agency,apartament,semidecomandat,1,400,2,65,75,2008,bloc de apartamente,P+7E,6,7,1,1,,1,2
11028,"Bucuresti, Sector 3, zona Nerva Traian",Nerva Traian,agency,apartament,decomandat,1,430,3,82,85,1984,bloc de apartamente,P+8E,4,8,1,2,,,1
11029,"Bucuresti, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,lux,550,3,85,85,2016,bloc de apartamente,P+5E,Demisol,5,1,1,,1,
11030,"Bucuresti, Sector 1, zona Kiseleff",Kiseleff,agency,apartament,decomandat,lux,420,2,65,67,1978,bloc de apartamente,S+P+8E,1,8,1,1,,,
11101,"Bucuresti, zona Nordului",Nordului,agency,apartament,,lux,1100,2,104,115,,bloc de apartamente,S+P+6E,3,6,1,2,1,,
11102,"Bucuresti, Sector 5, zona Unirii",Unirii,agency,apartament,decomandat,1,300,1,42,45,1975,bloc de apartamente,P+9E,5,9,1,1,,,1
11103,"Bucuresti, zona Militari",Militari,agency,apartament,semidecomandat,1,400,4,79,95,,bloc de apartamente,P+11E,8,11,,2,,,
11104,"Bucuresti, Sector 1, zona Floreasca",Floreasca,agency,apartament,decomandat,1,650,3,82,82,,casa/vila,P+1E,1,1,,1,1,1,
11105,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,390,2,52,,1979,bloc de apartamente,P+8E,3,8,1,1,,,1
11106,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,semidecomandat,1,350,2,52,53,1960,bloc de apartamente,P+4E,2,4,1,1,,,
11107,"Bucuresti, Sector 5, zona 13 Septembrie",13 Septembrie,agency,apartament,semidecomandat,lux,850,5,120,145,2009,bloc de apartamente,P+5E,3,5,,1,,,
11108,"Bucuresti, zona Gradina Icoanei",Gradina Icoanei,agency,apartament,semidecomandat,1,580,2,65,72,1950,bloc de apartamente,P+7E,5,7,1,1,,,
11109,"Bucuresti, Sector 2, zona Iancului",Iancului,agency,apartament,semidecomandat,1,360,1,30,49,2018,bloc de apartamente,S+P+7E,2,7,1,1,,,1
11110,"Bucuresti, Sector 2, zona Polona",Polona,agency,apartament,decomandat,1,450,2,54,60,1982,bloc de apartamente,P+8E,2,8,,1,,,
11111,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,849,2,60,68,,bloc de apartamente,P+9E,4,9,,1,,,
11112,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,decomandat,lux,950,3,70,100,2019,bloc de apartamente,P+9E,8,9,1,2,,1,
11113,"Bucuresti, zona Calea Calarasilor",Calea Calarasilor,agency,apartament,semidecomandat,1,550,3,80,82,1998,bloc de apartamente,P+8E,5,8,1,2,,1,1
11114,"Bucuresti, zona P-ta Alba Iulia",P-ta Alba Iulia,agency,apartament,decomandat,1,537,2,80,87,1995,bloc de apartamente,,4,,1,1,,,1
11115,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,850,2,55,65,2019,bloc de apartamente,P+9E,3,9,1,1,,1,1
11116,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,decomandat,1,1000,3,100,121,2009,bloc de apartamente,P+3E,Parter,3,1,2,1,2,1
11117,"Bucuresti, zona Drumul Taberei",Drumul Taberei,prepay,apartament,decomandat,1,275,2,50,,1984,bloc de apartamente,P+4E,3,4,,1,,,
11118,"Bucuresti, zona Aviatiei",Aviatiei,prepay,apartament,decomandat,1,579,2,58,,2020,bloc de apartamente,P+11E,9,11,,,,,
11119,"Bucuresti, zona Mihai Bravu",Mihai Bravu,agency,apartament,nedecomandat,1,790,3,64,80,2020,bloc de apartamente,P+9E,2,9,1,1,,,1
11120,"Bucuresti, Sector 3, zona Unirii",Unirii,prepay,apartament,semidecomandat,1,550,3,80,,1984,bloc de apartamente,P+4E,4,4,1,2,,2,2
11121,"Bucuresti, zona Aviatorilor",Aviatorilor,prepay,apartament,decomandat,lux,1400,5,151,,2003,bloc de apartamente,P+5E,2,5,,3,,,
11122,"Bucuresti, zona Romana",Romana,agency,apartament,semidecomandat,1,360,1,48,50,1940,bloc de apartamente,P+1E,1,1,1,1,,,1
11123,"Bucuresti, zona 1 Mai",1 Mai,agency,apartament,semidecomandat,1,400,2,58,68,1982,bloc de apartamente,P+10E,5,10,1,1,,,1
11124,"Bucuresti, zona Nerva Traian",Nerva Traian,agency,apartament,decomandat,1,290,1,38,,,bloc de apartamente,P+10E,2,10,,1,,,
11125,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,1,260,2,52,52,1980,bloc de apartamente,P+8E,Parter,8,1,1,,,1
11126,"Bucuresti, zona Aviatorilor",Aviatorilor,agency,apartament,decomandat,lux,1825,3,90,105,2018,bloc de apartamente,D+P+5E,2,5,1,2,,1,1
11127,"Bucuresti, Sector 3, zona Calea Calarasilor",Calea Calarasilor,agency,apartament,decomandat,1,550,3,75,90,1992,bloc de apartamente,P+4E,4,4,1,2,,,1
11128,"Bucuresti, zona P-ta Unirii",P-ta Unirii,agency,apartament,decomandat,1,667,2,56,64,2018,bloc de apartamente,,2,,1,1,,,1
11129,"Bucuresti, zona Central",Central,agency,apartament,decomandat,1,250,1,36,44,2019,bloc de apartamente,P+8E,5,8,,1,,,
11130,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,decomandat,1,530,2,60,65,,bloc de apartamente,P+9E,7,9,,1,,,
11201,"Bucuresti, zona Calea Victoriei",Calea Victoriei,agency,apartament,semidecomandat,lux,749,3,85,97,1980,bloc de apartamente,S+P+7E,1,7,1,2,,1,1
