id,location,location_area,seller_type,type,partitioning,comfort,price,rooms_count,useful_surface,built_surface,construction_year,real_estate_type,height_regime,level,max_level,kitchens_count,bathrooms_count,garages_count,parking_lots_count,balconies_count
29614,"Bucuresti, zona Aviatorilor",Aviatorilor,agency,apartament,decomandat,1,1400,4,129,154,2009,casa/vila,P+2E+M,2,2,1,2,,,
29615,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,semidecomandat,1,399,2,51,60,1968,bloc de apartamente,P+9E,1,9,1,1,,,1
29616,"Bucuresti, zona Ultracentral",Ultracentral,agency,apartament,,1,400,1,43,43,1928,casa/vila,P+1E,Parter,1,1,1,,,
29617,"Bucuresti, zona Militari",Militari,agency,apartament,semidecomandat,1,380,3,70,80,1982,bloc de apartamente,S+P+10E,5,10,,2,,,1
29618,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,semidecomandat,lux,1200,3,130,150,,bloc de apartamente,P+6E,Parter,6,,1,,,
29619,"Bucuresti, Sector 3, zona Nerva Traian",Nerva Traian,agency,apartament,decomandat,1,320,1,43,45,1984,bloc de apartamente,P+8E,3,8,1,1,,,1
29620,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,1,300,1,42,45,,bloc de apartamente,P+8E,7,8,,1,,,
29621,"Bucuresti, zona Dorobanti",Dorobanti,agency,apartament,semidecomandat,1,600,2,54,54,1985,bloc de apartamente,P+4E,3,4,1,1,,,1
29622,"Bucuresti, zona Magheru",Magheru,agency,apartament,semidecomandat,lux,790,3,85,,,bloc de apartamente,P+10E,8,10,,2,,,
29623,"Bucuresti, zona Victoriei",Victoriei,agency,apartament,decomandat,1,400,2,65,70,,bloc de apartamente,P+2E,Parter,2,,1,,,
29624,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,semidecomandat,1,900,2,54,60,2019,bloc de apartamente,P+9E,6,9,1,1,,1,1
29625,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,4000,5,326,420,2009,bloc de apartamente,P+5E,5,5,1,4,1,2,
29626,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,300,2,47,57,2019,bloc de apartamente,D+P+8E+M,7,8,1,1,,,1
29627,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,decomandat,1,500,2,60,70,,bloc de apartamente,P+4E,Parter,4,,1,,,
29628,"Bucuresti, zona 1 Mai",1 Mai,agency,apartament,decomandat,1,500,2,55,56,1999,bloc de apartamente,P+7E,6,7,1,1,,,1
29629,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,decomandat,1,730,3,85,95,1996,bloc de apartamente,P+8E,4,8,1,1,,,1
29630,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,lux,361,1,35,42,2020,bloc de apartamente,P+2E,2,2,1,1,,1,
29701,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,340,2,48,54,,bloc de apartamente,P+8E,7,8,,1,,,
29702,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,lux,2300,3,135,160,2019,bloc de apartamente,P+3E,3,3,1,2,1,2,1
29703,"Bucuresti, Sector 6, zona Politehnica",Politehnica,agency,apartament,decomandat,1,480,3,67,72,1977,bloc de apartamente,P+4E,4,4,1,1,,1,1
29704,"Bucuresti, zona Parcul Carol",Parcul Carol,agency,apartament,decomandat,1,450,2,51,52,2009,bloc de apartamente,P+5E,Mansarda,5,1,1,,,
29705,"Bucuresti, Sector 6, zona Grozavesti",Grozavesti,agency,apartament,decomandat,1,499,2,50,65,2019,bloc de apartamente,S+D+P+11E,3,11,1,1,,,1
29707,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,700,2,90,112,2009,bloc de apartamente,P+6E,4,6,1,1,,1,1
29708,"Bucuresti, zona Victoriei",Victoriei,agency,apartament,decomandat,1,650,3,65,65,1965,bloc de apartamente,P+6E,4,6,1,1,,,2
29709,"Bucuresti, Sector 1, zona Universitate",Universitate,agency,apartament,decomandat,1,500,3,90,,,bloc de apartamente,P+8E,1,8,1,2,,,1
29710,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,1050,2,58,80,2017,bloc de apartamente,P+11E,2,11,1,1,,1,1
29712,"Bucuresti, zona Tineretului",Tineretului,agency,apartament,nedecomandat,1,350,1,32,32,1980,bloc de apartamente,P+10E,3,10,1,1,,,1
29713,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,lux,470,4,105,112,2019,bloc de apartamente,S+D+P+2E,1,2,,1,,2,2
29714,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,lux,320,2,56,60,2019,bloc de apartamente,S+D+P+8E,2,8,,1,,,1
29715,"Bucuresti, zona P-ta Victoriei",P-ta Victoriei,agency,apartament,,1,320,1,30,35,1970,bloc de apartamente,P+2E,2,2,1,1,,,1
29716,"Bucuresti, zona P-ta Dorobanti",P-ta Dorobanti,agency,apartament,decomandat,lux,2000,4,170,190,2001,bloc de apartamente,P+5E,2,5,1,3,,1,
29717,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,1,300,1,35,35,,bloc de apartamente,P+8E,Parter,8,,1,,,
29718,"Bucuresti, zona Soseaua Nordului",Soseaua Nordului,agency,apartament,semidecomandat,lux,1800,5,180,250,2012,bloc de apartamente,P+4E,4,4,1,3,1,1,1
29719,"Bucuresti, zona Sebastian",Sebastian,agency,apartament,semidecomandat,1,450,3,75,85,,bloc de apartamente,P+10E,4,10,,2,,,
29720,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,decomandat,lux,480,2,58,65,1986,bloc de apartamente,P+8E,6,8,1,1,,,1
29721,"Bucuresti, zona Rosetti",Rosetti,agency,apartament,semidecomandat,1,350,2,45,45,1938,bloc de apartamente,P+4E,1,4,,1,,,
29722,"Bucuresti, Sector 2, zona Pantelimon",Pantelimon,agency,apartament,semidecomandat,lux,450,2,65,65,,bloc de apartamente,P+12E,12,12,,1,,,
29723,"Bucuresti, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,decomandat,1,750,2,64,99,2008,bloc de apartamente,P+11E,4,11,1,1,,2,1
29724,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,1,290,1,32,34,,bloc de apartamente,P+10E,7,10,,1,,,
29725,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,669,2,65,70,2019,bloc de apartamente,P+8E,5,8,,1,,,
29726,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,550,3,85,90,1995,bloc de apartamente,P+8E,2,8,1,2,,,1
29727,"Bucuresti, zona Berceni",Berceni,agency,apartament,semidecomandat,1,420,3,70,73,1980,bloc de apartamente,P+4E,2,4,1,1,,1,1
29728,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,250,1,35,40,2019,bloc de apartamente,P+7E,1,7,1,1,,,1
29729,"Bucuresti, zona Aviatorilor",Aviatorilor,agency,apartament,semidecomandat,1,2000,3,100,120,,bloc de apartamente,P+4E,2,4,,2,,,
29730,"Bucuresti, Sector 1, zona Floreasca",Floreasca,agency,apartament,decomandat,1,450,2,45,50,,bloc de apartamente,P+3E,1,3,,1,,,
29801,"Bucuresti, zona Militari",Militari,agency,apartament,semidecomandat,1,330,2,65,65,2013,bloc de apartamente,P+7E,Parter,7,1,1,,,1
29802,"Bucuresti, zona Arcul de Triumf",Arcul de Triumf,agency,apartament,semidecomandat,lux,1200,3,88,94,2000,bloc de apartamente,D+P+7E,1,7,1,2,,1,1
29803,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,390,2,48,51,1940,casa/vila,P+2E+M,1,2,1,1,,,2
29804,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,1,360,1,40,45,,bloc de apartamente,P+10E,4,10,,1,,,
29806,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,semidecomandat,1,500,2,47,50,2018,bloc de apartamente,P+10E,9,10,1,1,,,1
29807,"Bucuresti, Sector 5, zona Cotroceni",Cotroceni,agency,apartament,semidecomandat,1,400,2,50,55,,casa/vila,P+1E,Parter,1,,1,,,
29809,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,1,450,2,60,65,1970,bloc de apartamente,P+2E,1,2,1,1,,,1
29810,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,decomandat,lux,420,1,46,50,,bloc de apartamente,P+4E,3,4,,1,,,
29811,"Bucuresti, Sector 1, zona Plevnei",Plevnei,agency,apartament,semidecomandat,1,400,2,46,50,2012,bloc de apartamente,P+5E,Parter,5,,1,,,
29812,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,decomandat,1,500,2,57,90,,bloc de apartamente,P+4E,Parter,4,,1,,,
29813,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,,lux,470,2,50,55,2019,bloc de apartamente,P+12E,8,12,1,1,,,1
29814,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,1,1000,2,70,,2007,bloc de apartamente,P+4E,2,4,1,1,,,
29815,"Bucuresti, Sector 5, zona Lujerului",Lujerului,agency,apartament,semidecomandat,1,350,2,54,58,,bloc de apartamente,P+10E,3,10,,1,,1,
29816,"Bucuresti, zona Primaverii",Primaverii,agency,apartament,decomandat,lux,3599,5,238,329,2001,bloc de apartamente,P+5E,5,5,,4,,,
29817,"Bucuresti, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,decomandat,1,2250,4,180,229,2009,bloc de apartamente,P+11E,4,11,1,3,,,3
29818,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,1,399,2,53,58,2019,bloc de apartamente,P+11E,2,11,1,1,,,2
29819,"Bucuresti, zona 1 Mai",1 Mai,agency,apartament,decomandat,1,380,2,58,65,1982,bloc de apartamente,P+7E,3,7,1,1,,,1
29820,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,1,1200,3,95,130,,bloc de apartamente,P+6E,2,6,,1,,,
29821,"Bucuresti, zona P-ta Presei Libere",P-ta Presei Libere,agency,apartament,decomandat,1,370,1,55,60,2014,bloc de apartamente,P+14E,13,14,1,1,,,1
29822,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,1500,3,155,190,,bloc de apartamente,P+5E,2,5,,2,,,
29823,"Bucuresti, Sector 1, zona Victoriei",Victoriei,agency,apartament,semidecomandat,lux,699,3,93,104,1984,bloc de apartamente,P+4E,3,4,1,2,,,2
29824,"Bucuresti, Sector 1, zona Aviatorilor",Aviatorilor,agency,apartament,semidecomandat,,800,4,100,115,1984,bloc de apartamente,D+P+3E,2,3,1,1,,,2
29825,"Bucuresti, zona P-ta Universitatii",P-ta Universitatii,agency,apartament,semidecomandat,1,550,2,41,55,1980,bloc de apartamente,P+8E,4,8,,1,,,
29826,"Bucuresti, zona Parcul Carol",Parcul Carol,agency,apartament,,,590,2,76,,2014,bloc de apartamente,P+6E,3,6,,1,,1,
29827,"Bucuresti, zona Titulescu",Titulescu,agency,apartament,semidecomandat,1,550,3,80,85,1980,bloc de apartamente,P+10E,8,10,1,1,,,1
29828,"Bucuresti, Sector 3, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,1,480,2,60,70,2020,bloc de apartamente,P+6E,2,6,1,1,,1,1
29829,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,270,2,55,65,2019,bloc de apartamente,P+7E,6,7,1,1,,,1
29830,"Bucuresti, zona Parcul Carol",Parcul Carol,agency,apartament,decomandat,1,840,3,115,127,2008,bloc de apartamente,P+5E,3,5,1,2,,1,1
29901,"Bucuresti, zona Parcul Carol",Parcul Carol,agency,apartament,semidecomandat,,449,2,55,,2009,bloc de apartamente,P+4E,Mansarda,4,1,1,,,
29902,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,1,490,2,57,57,2020,bloc de apartamente,P+5E,4,5,1,1,,1,1
29903,"Bucuresti, zona Universitate",Universitate,agency,apartament,semidecomandat,1,450,2,40,44,1967,bloc de apartamente,P+8E,5,8,,1,,,1
29904,"Bucuresti, Sector 3, zona Nerva Traian",Nerva Traian,agency,apartament,decomandat,1,320,1,42,44,1992,bloc de apartamente,P+8E,2,8,1,1,,,1
29905,"Bucuresti, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,decomandat,lux,1100,3,120,140,2008,bloc de apartamente,P+11E,8,11,1,2,,1,2
29907,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,lux,1400,3,133,140,2008,bloc de apartamente,P+5E,3,5,1,2,,1,2
29908,"Bucuresti, zona Mosilor",Mosilor,agency,apartament,decomandat,1,290,2,45,,,bloc de apartamente,P+2E,Parter,2,1,1,,,
29909,"Bucuresti, Sector 4, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,1,360,2,58,,,bloc de apartamente,P+8E,3,8,1,1,,,1
29910,"Bucuresti, Sector 5, zona Splaiul Independentei",Splaiul Independentei,agency,apartament,decomandat,1,550,3,83,90,1984,bloc de apartamente,P+3E,2,3,1,2,,,
29911,"Bucuresti, zona Calea Calarasilor",Calea Calarasilor,agency,apartament,nedecomandat,1,600,3,80,85,1980,casa/vila,P+1E,1,1,1,2,,10,
29912,"Bucuresti, zona Victoriei",Victoriei,agency,apartament,decomandat,lux,800,3,94,100,,bloc de apartamente,P+8E,5,8,1,2,,1,1
29913,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,290,2,43,52,2019,bloc de apartamente,P+6E,4,6,1,1,,1,1
29914,"Bucuresti, Sector 6, zona Cotroceni",Cotroceni,agency,apartament,semidecomandat,1,699,4,93,112,1984,casa/vila,P+1E,1,1,1,1,,,1
29915,"Bucuresti, Sector 4, zona Brancoveanu",Brancoveanu,agency,apartament,semidecomandat,1,660,3,70,87,2020,bloc de apartamente,P+2E+M,1,2,1,1,,1,1
29916,"Bucuresti, zona Brancoveanu",Brancoveanu,agency,apartament,semidecomandat,1,400,3,70,76,1985,bloc de apartamente,P+4E,1,4,1,1,,1,1
29917,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,1,206,1,35,40,2020,bloc de apartamente,P+7E,4,7,1,1,,1,1
29918,"Bucuresti, Sector 4, zona Vacaresti",Vacaresti,agency,apartament,decomandat,lux,1300,3,105,170,2009,bloc de apartamente,P+17E,16,17,1,2,,1,1
29919,"Bucuresti, zona Colentina",Colentina,agency,apartament,decomandat,1,450,2,54,60,,bloc de apartamente,P+12E,8,12,,1,,,
29920,"Bucuresti, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,semidecomandat,lux,747,3,75,80,2018,bloc de apartamente,P+11E,9,11,1,2,,,1
29921,"Bucuresti, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,1,500,2,50,55,,bloc de apartamente,P+9E,1,9,,1,,,
29922,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,2,699,3,72,80,2019,bloc de apartamente,P+8E,7,8,,2,,,
29923,"Bucuresti, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,1,500,2,56,60,2018,bloc de apartamente,P+3E,2,3,1,1,,,1
29924,"Bucuresti, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,1,550,2,70,77,2009,bloc de apartamente,P+7E,4,7,1,1,,1,1
29925,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,227,1,35,37,2019,bloc de apartamente,S+D+P+7E,3,7,,1,,1,1
29926,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,semidecomandat,1,275,1,34,34,2010,bloc de apartamente,P+11E,7,11,1,1,,,1
29927,"Bucuresti, zona Calea Victoriei",Calea Victoriei,agency,apartament,decomandat,1,480,2,64,64,1988,bloc de apartamente,P+6E,1,6,,1,,,
29928,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,semidecomandat,1,449,2,60,60,1977,bloc de apartamente,P+7E,2,7,1,1,,,1
29929,"Bucuresti, zona Vitan",Vitan,agency,apartament,semidecomandat,1,270,1,25,25,,bloc de apartamente,P+13E,5,13,,1,,,
29930,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,920,2,70,80,2016,bloc de apartamente,P+14E,9,14,1,1,,1,1
30001,"Bucuresti, zona Domenii",Domenii,agency,apartament,semidecomandat,1,490,2,46,56,2019,bloc de apartamente,P+6E,3,6,1,1,,1,1
30002,"Bucuresti, Sector 2, zona Universitate",Universitate,agency,apartament,semidecomandat,1,900,5,130,150,1950,bloc de apartamente,S+P+2E,1,2,1,2,,,1
30003,"Bucuresti, Sector 1, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,450,4,80,100,1984,bloc de apartamente,P+10E,7,10,1,2,,,1
30004,"Bucuresti, zona Eroii Revolutiei",Eroii Revolutiei,agency,apartament,decomandat,1,400,2,64,70,1980,bloc de apartamente,P+8E,5,8,1,1,,1,1
30005,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,1,2200,3,180,210,2000,bloc de apartamente,P+6E,5,6,1,2,,,2
30006,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,479,2,74,77,1989,bloc de apartamente,P+8E,2,8,1,1,,1,3
30007,"Bucuresti, zona Dristor",Dristor,agency,apartament,semidecomandat,1,380,1,33,38,2016,bloc de apartamente,P+4E,4,4,1,1,,,
30008,"Bucuresti, Sector 2, zona Obor",Obor,agency,apartament,decomandat,lux,375,2,58,62,1984,bloc de apartamente,S+P+8E,8,8,1,1,,,2
30009,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,decomandat,1,450,2,60,75,,bloc de apartamente,P+4E,Parter,4,,1,,,
30010,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,,,750,2,40,50,2011,bloc de apartamente,,Parter,,,,,,
30011,"Bucuresti, Sector 1, zona Bucurestii Noi",Bucurestii Noi,agency,apartament,decomandat,1,480,3,80,80,1984,bloc de apartamente,P+3E,3,3,1,1,,,
30012,"Bucuresti, zona Gorjului",Gorjului,agency,apartament,decomandat,1,499,4,87,92,1980,bloc de apartamente,P+8E,3,8,1,2,,,1
30013,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,,,1250,3,90,110,2018,bloc de apartamente,P+12E,3,12,,,,,
30014,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,lux,450,2,45,45,1980,bloc de apartamente,P+4E,4,4,1,1,,,1
30015,"Bucuresti, zona Dorobanti",Dorobanti,agency,apartament,decomandat,lux,2300,3,115,135,2019,bloc de apartamente,P+5E,4,5,1,2,1,,1
30016,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,semidecomandat,1,500,2,60,68,2013,bloc de apartamente,P+4E,1,4,1,1,,,1
30017,"Bucuresti, zona Tei",Tei,agency,apartament,semidecomandat,1,560,3,100,115,2010,bloc de apartamente,P+3E+M,3,3,1,2,,,
30018,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,,1,310,2,52,56,2010,bloc de apartamente,P+4E,1,4,1,1,,1,1
30019,"Bucuresti, zona Politehnica",Politehnica,agency,apartament,decomandat,1,400,3,80,83,1986,bloc de apartamente,P+10E,6,10,1,2,,,2
30020,"Bucuresti, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,decomandat,1,450,2,52,52,1980,bloc de apartamente,P+8E,Parter,8,1,1,,,
30021,"Bucuresti, Sector 1, zona Victoriei",Victoriei,agency,apartament,decomandat,1,500,3,70,76,1985,bloc de apartamente,P+10E,4,10,,1,,,
30022,"Bucuresti, zona Obor",Obor,agency,apartament,decomandat,1,360,2,50,60,,bloc de apartamente,P+6E,3,6,,1,,,
30023,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,1,370,2,50,,,bloc de apartamente,P+4E,2,4,,1,,,
30024,"Bucuresti, zona Kiseleff",Kiseleff,agency,apartament,semidecomandat,lux,2300,3,140,167,2010,bloc de apartamente,P+4E,2,4,1,3,1,1,2
30025,"Bucuresti, Sector 1, zona Stirbei Voda",Stirbei Voda,agency,apartament,decomandat,1,350,1,43,45,1992,bloc de apartamente,P+9E,4,9,,1,,,1
30026,"Bucuresti, Sector 6, zona Lujerului",Lujerului,agency,apartament,decomandat,2,320,2,45,49,1978,bloc de apartamente,S+P+10E,Parter,10,1,1,,,1
30027,"Bucuresti, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,1,300,2,53,53,1989,bloc de apartamente,P+9E,7,9,,2,,,
30028,"Bucuresti, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,lux,1300,3,99,130,2012,bloc de apartamente,P+3E,1,3,1,2,,1,1
30029,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,1400,3,120,140,2014,bloc de apartamente,S+P+3E,1,3,1,2,,2,
30030,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,379,2,55,58,1990,bloc de apartamente,P+8E,2,8,1,1,,,1
30101,"Bucuresti, zona Vitan",Vitan,agency,apartament,decomandat,1,299,1,42,47,1990,bloc de apartamente,S+D+P+8E,4,8,,1,,1,1
30102,"Bucuresti, zona Brancoveanu",Brancoveanu,agency,apartament,semidecomandat,1,310,2,62,62,1983,bloc de apartamente,P+8E,7,8,,1,,,
30103,"Bucuresti, Sector 1, zona Aviatorilor",Aviatorilor,prepay,apartament,,lux,400,2,55,133,1984,bloc de apartamente,P+12E,12,12,,1,,,
30104,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,lux,450,1,43,45,2019,bloc de apartamente,P+5E,2,5,1,1,,1,1
30105,"Bucuresti, zona Obor",Obor,agency,apartament,decomandat,1,450,3,78,78,1980,bloc de apartamente,P+10E,1,10,1,1,,,1
30106,"Bucuresti, zona P-ta Romana",P-ta Romana,agency,apartament,semidecomandat,lux,450,2,62,67,,bloc de apartamente,P+10E,4,10,,1,,,
30107,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,decomandat,1,430,2,55,55,,bloc de apartamente,P+4E,1,4,,1,,,
30108,"Bucuresti, Sector 2, zona Lacul Tei",Lacul Tei,agency,apartament,decomandat,2,320,2,45,55,,bloc de apartamente,S+P+10E,9,10,1,1,,,1
30109,"Bucuresti, zona Pipera",Pipera,agency,apartament,semidecomandat,1,680,3,67,71,2018,bloc de apartamente,P+10E,7,10,1,2,,1,1
30110,"Bucuresti, Sector 1, zona Stirbei Voda",Stirbei Voda,agency,apartament,semidecomandat,1,400,2,56,62,1984,bloc de apartamente,P+10E,9,10,1,1,,1,2
30111,"Bucuresti, zona Calea Calarasilor",Calea Calarasilor,agency,apartament,decomandat,1,530,2,60,69,2019,bloc de apartamente,P+6E,3,6,1,1,,,1
30112,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,decomandat,1,300,1,35,39,1984,bloc de apartamente,P+10E,2,10,1,1,,,1
30113,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,semidecomandat,1,430,2,56,61,2018,bloc de apartamente,P+11E,10,11,1,1,,,1
30114,"Bucuresti, Sector 2, zona Lacul Tei",Lacul Tei,agency,apartament,decomandat,1,227,1,40,40,1986,bloc de apartamente,P+10E,5,10,1,1,,,1
30115,"Bucuresti, zona Pacii",Pacii,agency,apartament,decomandat,lux,550,3,80,85,2008,bloc de apartamente,P+8E,6,8,1,2,1,1,1
30116,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,decomandat,lux,509,2,60,70,2014,bloc de apartamente,P+10E,4,10,1,1,,,1
30117,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,747,3,88,100,1990,bloc de apartamente,P+8E,3,8,1,1,,,1
30118,"Bucuresti, zona Tineretului",Tineretului,agency,apartament,decomandat,1,480,2,56,60,1980,bloc de apartamente,P+8E,6,8,,1,,,1
30119,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,300,2,56,56,2013,bloc de apartamente,P+6E,1,6,1,1,,1,1
30120,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,decomandat,lux,950,3,76,130,2009,bloc de apartamente,P+16E,1,16,1,2,,1,1
30121,"Bucuresti, Sector 1, zona Universitate",Universitate,agency,apartament,semidecomandat,1,390,2,38,40,1965,bloc de apartamente,P+8E,5,8,1,1,,,1
30122,"Bucuresti, Sector 1, zona Dorobanti",Dorobanti,agency,apartament,decomandat,1,1100,3,60,70,1948,bloc de apartamente,P+9E,7,9,1,2,,,
30123,"Bucuresti, zona Primaverii",Primaverii,agency,apartament,decomandat,lux,5800,6,285,295,2016,bloc de apartamente,P+4E,3,4,1,5,,2,
30124,"Bucuresti, zona Vitanul Nou",Vitanul Nou,agency,apartament,decomandat,1,399,2,55,55,,bloc de apartamente,P+8E,2,8,,1,,,
30125,"Bucuresti, zona Victoriei",Victoriei,agency,apartament,decomandat,1,675,3,75,85,1963,casa/vila,P+2E,1,2,1,1,,,2
30126,"Bucuresti, Sector 4, zona Aparatorii Patriei",Aparatorii Patriei,agency,apartament,semidecomandat,1,290,2,65,,2012,bloc de apartamente,P+3E+M,3,3,1,2,,,1
30127,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,decomandat,1,400,2,56,60,1984,bloc de apartamente,P+8E,1,8,1,1,,1,1
30128,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,250,1,30,35,2019,bloc de apartamente,P+3E,Parter,3,1,1,,,
30129,"Bucuresti, zona Dristor",Dristor,agency,apartament,decomandat,lux,600,2,65,69,2016,bloc de apartamente,P+10E,10,10,1,1,,1,1
30130,"Bucuresti, zona Stirbei Voda",Stirbei Voda,agency,apartament,decomandat,lux,450,2,72,72,2009,bloc de apartamente,P+7E,2,7,1,1,,1,1
30201,"Bucuresti, zona Central",Central,agency,apartament,decomandat,lux,625,2,63,67,2019,bloc de apartamente,P+5E,4,5,1,1,,,1
30202,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,1,270,1,42,2,,bloc de apartamente,P+5E,2,5,,1,,,
30203,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,1,400,3,75,75,1990,bloc de apartamente,P+8E,3,8,,1,,,
30204,"Bucuresti, zona Soseaua Nordului",Soseaua Nordului,agency,apartament,decomandat,lux,2000,4,160,222,2009,bloc de apartamente,P+6E,2,6,1,3,,,1
30205,"Bucuresti, Sector 1, zona Romana",Romana,agency,apartament,semidecomandat,1,430,2,50,60,,bloc de apartamente,P+7E,4,7,,1,,,
30206,"Bucuresti, zona Cismigiu",Cismigiu,agency,apartament,decomandat,1,400,2,50,50,1960,bloc de apartamente,P+8E,7,8,1,1,,,1
30207,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,399,1,32,35,1970,bloc de apartamente,P+9E,Parter,9,1,1,,,1
30208,"Bucuresti, zona Dristor",Dristor,agency,apartament,decomandat,1,520,3,78,80,,bloc de apartamente,P+10E,8,10,,2,,,
30209,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,320,1,45,51,,bloc de apartamente,P+4E,3,4,,1,,,
30210,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,600,3,75,80,,bloc de apartamente,P+4E,2,4,,1,,,
30211,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,lux,340,1,43,45,2020,bloc de apartamente,P+12E,2,12,1,1,,,1
30212,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,250,1,35,45,2018,bloc de apartamente,P+6E,3,6,1,1,,,1
30213,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,1,271,1,32,32,1978,bloc de apartamente,P+10E,7,10,1,1,,,1
30214,"Bucuresti, zona Militari",Militari,agency,apartament,semidecomandat,1,300,2,56,56,2015,bloc de apartamente,P+6E,2,6,1,1,,,1
